key;title;keywords;abstract;booktitle;year;isbn;reviewers;review_text;pages;author;employer;country
conf/cisis/AmatoM16;An Agent-Based Model for Autonomous Planning.;agent-based model|Deep Learning|Big Data|agent-based model|autonomous;Amet etincidunt quisquam etincidunt adipisci numquam amet etincidunt. Magnam tempora dolorem ipsum aliquam. Labore ipsum est neque. Magnam eius ipsum ipsum. Dolore dolore ut magnam consectetur magnam quaerat.;CISIS;2016;1-56069-380-0;Mathias Reimann|Kacem Chehdi|Antonio Celesti;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;24;Flora Amato;Shukutoku University;JP
conf/clef/HagenPS17;Overview of the Author Obfuscation Task at PAN 2017: Safety Evaluation Revisited.;pan|safety evaluation revisited|overview|overview|safety evaluation revisited;Eius adipisci non amet adipisci eius sed magnam. Quaerat dolore non dolore dolore. Velit ut eius modi. Porro etincidunt quiquia ut eius tempora quisquam. Quaerat voluptatem modi quaerat porro velit.;CLEF (Working Notes);2017;1-06-102106-8;Abdul Rahiman Beig|Xi Chen 0050|Wei Li 0022;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;20;Benno Stein 0001;University of Kashmir;IN
conf/ecai/HellstromDB20;Bias in machine learning - what is it good for?;machine learning|Deep Learning|GANs|Data Querying|Deep Learning;Ipsum dolore consectetur sit aliquam non dolor amet. Ut aliquam ipsum quiquia quiquia quaerat ipsum sit. Etincidunt dolorem velit modi aliquam. Neque quiquia consectetur eius dolore porro non sed. Non non dolore amet dolore. Dolorem quaerat tempora dolorem dolorem modi est. Ut ipsum aliquam modi modi adipisci. Dolorem sit sed non.;NeHuAI@ECAI;2020;1-4935-6937-6;Brijesh K. Verma|Mark A. Sletten|Yonghong Yan 0002;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;5;Suna Bensch;St. Petersburg State Marine Technical University;RU
conf/icmcs/BastianL94;Media Synchronisation on Distributed Multimedia Systems.;Semantic Data|Semantic Data|media synchronisation|Semantic Data|Semantic Data;Dolore quisquam dolorem quiquia dolorem ut. Non sit sed sit neque quiquia labore tempora. Quaerat velit voluptatem ipsum. Porro modi magnam labore. Aliquam sit dolor velit. Dolorem velit modi labore quisquam amet.;ICMCS;1994;0-500-21303-8;Iakovos S. Venieris|William C. Hill|Matthew Bramlet;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;11;Fabio Bastian;Saratov State Medical University;RU
conf/icmc/ChenH07;The Methodology and Research of the Interactive Intermedia Art using the gyroscope Sensor for sound and Vision.;sensor|Semantic Data|sensor|methodology|methodology;Quisquam est dolore eius non dolor modi. Adipisci quisquam dolore non magnam. Quisquam ipsum voluptatem porro sit velit dolorem. Adipisci labore sed dolore. Dolor neque porro amet aliquam. Ipsum quiquia dolorem velit. Tempora sed magnam aliquam quaerat magnam magnam velit. Sit non modi labore labore amet magnam aliquam. Ut eius etincidunt est etincidunt dolor. Dolor velit consectetur velit aliquam quaerat.;ICMC;2007;0-10-359094-3;Sven Laqua|Erik A. M. Borglund|Sebastian Krieter;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;1;Chih-Fang Huang;Shenzhen University;CN
conf/ro-man/WeinrichWSG14;People detection and distinction of their walking aids in 2D laser range data based on generic distance-invariant features.;Semantic Data|Semantic Data|Semantic Data|2d laser range data|2d laser range data;Etincidunt sed numquam neque modi quisquam quisquam quaerat. Neque neque sit ipsum voluptatem adipisci amet. Sed modi dolorem porro adipisci est. Quisquam sit amet magnam aliquam quaerat neque consectetur. Etincidunt quaerat sed tempora etincidunt etincidunt labore numquam. Tempora ipsum magnam dolor velit. Voluptatem voluptatem aliquam numquam etincidunt est sed dolore.;RO-MAN;2014;1-885199-37-6;Zhenkun Wen|George Metcalfe|Michael Mrissa;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;3;Christof Schröter;Potti Sreeramulu Telugu University;IN
conf/gpce/PintoFT03;DAOP-ADL: An Architecture Description Language for Dynamic Component and Aspect-Based Development.;Data Querying|GANs|dynamic component|daop-adl|aspect-based;Sed sit adipisci magnam dolore labore. Amet modi amet eius consectetur ipsum ipsum sit. Quisquam sed quiquia neque aliquam ipsum sed. Modi quaerat porro quaerat. Quaerat non non non dolore. Eius amet non quaerat ipsum amet dolor est. Aliquam dolor voluptatem ut magnam magnam labore. Est ut consectetur est.;GPCE;2003;1-74016-757-0;Chris Harrelson|Scott A. Mahlke|MinHwan Ok;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;25;José M. Troya;University of California, Irvine;US
conf/icacci/PrasadBA16;Distributed feature selection using vertical partitioning for high dimensional data.;Data Querying|Deep Learning|high dimensional data|distributed|high dimensional data;Quisquam aliquam sit numquam aliquam sed. Consectetur eius voluptatem amet. Quaerat amet aliquam sed. Neque consectetur eius etincidunt. Dolorem sed est consectetur.;ICACCI;2016;0-19-073183-4;Xudong Yin|Jun Qi|Per-Åke Larson;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;27;Bakshi Rohit Prasad;University of Maastricht;NL
conf/profes/LinakerKH14;On Infrastructure for Facilitation of Inner Source in Small Development Teams.;infrastructure|Data Storage|Cloud Computing|inner source|facilitation;Sit labore etincidunt neque sit etincidunt sed. Labore dolor voluptatem quiquia consectetur numquam numquam. Dolor etincidunt labore dolor etincidunt quisquam modi est. Ipsum quiquia etincidunt dolor ipsum dolorem velit. Voluptatem eius labore dolore numquam numquam porro.;PROFES;2014;0-656-04720-8;Ewan Dunbar|Jun Qi|Patrice Chalin;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;2;Johan Linåker;Universidad Atlantida Argentina;AR
conf/dagm/DahlkampPON04;Differential Analysis of Two Model-Based Vehicle Tracking Approaches.;Blockchain|differential analysis|SVMs|Blockchain|model-based vehicle tracking approaches;Numquam consectetur eius ipsum aliquam. Sit neque neque aliquam consectetur. Non quiquia labore porro magnam ut tempora. Voluptatem etincidunt dolorem voluptatem magnam sit aliquam. Ipsum ut tempora tempora dolor dolor numquam ut.;DAGM-Symposium;2004;1-01-484888-1;Benjamin Fabian|Gang Wang 0014|Paul G. Howard;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Arthur E. C. Pece;Linfield College;US
conf/ifip5-1/EnegbumaOAA14;Preliminary Study Impact of Building Information Modelling Use in Malaysia.;malaysia|Blockchain|preliminary|SVMs|information modelling;Amet amet numquam aliquam labore ipsum ipsum. Dolor aliquam neque quiquia quaerat. Ipsum quisquam sed quisquam sed consectetur non quisquam. Etincidunt sit dolor est consectetur. Modi dolore aliquam non sed quisquam. Dolore magnam porro consectetur quiquia amet. Sed dolor quaerat modi sed numquam ut.;PLM;2014;1-85025-429-X;Maki Inui|Dew Harrison|Dimitrios Vlachakis;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;15;A. C. Ologbo;Bentley College;US
conf/ccece/JelodarM06;Power Aware Scan-Based Testing using Genetic Algorithm.;Data Processing|genetic algorithm|power aware scan-based testing|Data Storage|genetic algorithm;Dolore quaerat ipsum voluptatem quaerat. Voluptatem eius labore etincidunt est adipisci numquam non. Sed dolore amet ut tempora dolorem ipsum non. Etincidunt porro adipisci sed. Modi etincidunt neque dolor ipsum eius. Non dolore tempora dolorem aliquam voluptatem. Eius quisquam dolorem quiquia quiquia. Dolorem quiquia quaerat quaerat adipisci adipisci dolorem.;CCECE;2006;0-7995-6983-6;Alessandro Giuliani|Yong Li 0008|Franz Stimpfl;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;25;Kiarash Mizanian;Massachusetts Maritime Academy;US
conf/icra/AnupojuSO04;Robust Adaptive Motion Control of Uncertain Nonholonomic Mechanical Systems Including Actuator Dynamics.;Blockchain|Data Management|Blockchain|Data Management|Regression;Consectetur quaerat adipisci porro quisquam sit. Ut voluptatem dolore neque est. Non aliquam amet modi neque etincidunt tempora dolore. Quiquia est adipisci ipsum labore velit. Numquam dolor dolore porro quiquia labore. Dolor sit adipisci tempora ipsum eius modi quiquia. Est quiquia ipsum sed quisquam non.;ICRA;2004;1-326-12791-8;Martin Grohe|Kostiantyn Antoniuk|Chang-hun Lee;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;28;Chandra Mouli Anupoju;Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux;FR
conf/kdd/ChangTLGC21;How Interpretable and Trustworthy are GAMs?;gams|Fintech|Fintech|gams|Data Processing;Voluptatem velit aliquam velit aliquam quiquia quaerat velit. Quisquam quiquia quaerat magnam non quaerat modi aliquam. Dolor adipisci adipisci voluptatem modi amet. Etincidunt neque est consectetur modi non. Quisquam etincidunt neque consectetur quaerat quaerat quiquia voluptatem. Adipisci consectetur dolor consectetur magnam quiquia. Aliquam quiquia adipisci quaerat modi velit quiquia magnam.;KDD;2021;0-19-982540-8;Alex Aiken|Charu C. Aggarwal|Farid M. Ablayev;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;14;Anna Goldenberg;University of Petroleum (East China);CN
conf/digra/KamRTC07;Mobile Gaming with Children in Rural India: Contextual Factors in the Use of Game Design Patterns.;SVMs|mobile gaming|patterns|Data Querying|Graph Theory;Labore sed labore dolor quisquam velit adipisci. Velit modi consectetur amet ipsum. Quaerat sit modi non. Amet quisquam adipisci labore neque tempora. Sed est sed ipsum.;DiGRA Conference;2007;1-03-369291-3;Ailbhe Ní Chasaide|Chiara Bodei|Fabiana Santana;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;22;Anuj Tewari;University of Limpopo;ZA
conf/icait/XieW08;Optimized call admission control in wireless networks.;Classification|optimized|admission control|Blockchain|Semantic Data;Neque non modi non labore numquam consectetur. Dolorem voluptatem velit aliquam. Velit velit velit consectetur sed. Dolor ut sed modi numquam dolor. Labore modi dolorem sed voluptatem etincidunt. Amet sit tempora numquam. Aliquam dolore eius ipsum dolore magnam magnam. Aliquam consectetur dolorem sit tempora ipsum dolor.;ICAIT;2008;1-78702-347-8;Y. X. Zou|K. K. Rao|Chang-Su Kim 0001;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;23;Meng Wu;Minot State University;US
conf/hlt/Sirel12a;Dynamic User Interfaces for Synchronous Encoding and Linguistic Uniforming of Textual Clinical Data.;Fintech|textual clinical data|linguistic uniforming|Deep Learning|Deep Learning;Neque labore neque ut amet dolorem. Eius porro eius modi modi ipsum. Dolorem quisquam porro magnam sit adipisci. Dolor dolore est numquam. Porro quisquam quiquia non labore.;Baltic HLT;2012;1-163-43091-9;Vijay V. Vazirani|Yan Lu|He You;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Raul Sirel;Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha;IN
